dataset_id	gse_id_clean	split_id	original_dataset_type	anchor_calibration_external_original	locked_anchor_dataset	selected_production_discovery_dataset	row_is_anchor_phase	production_anchor_row	production_discovery_row	strict_platform_anchor_row	additional_acute_discovery_support_row	final_display_group_v2	final_display_group_reason	manuscript_role	manuscript_claim_group	role_display	manuscript_group	manuscript_interpretation_group	organism_original	organism_clean	tissue	time_h	delivery_platform_original	delivery_platform_clean	control_definition	n_controls	n_delivery	PMID_clean	paper_title_clean	DOI_clean	general_biology	role_note	delta_mean_imrs_z	auc_imrs_z	inclusion_rationale	limitation	split_path	gse_id	acute_late_group	pass	fail_reason
GSE178313	GSE178313	GSE178313_design__T=Liver__H=48__B=NA__G=mouse_repopulated_lnp__VS=mouse_repopulated_pbs	external	external	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Extended validation	late or context-shifted validation dataset	extended_validation	extended_exploratory_transfer	Extended validation	Extended validation	extended_validation	NA	Mus musculus or humanized mouse if metadata indicates	Liver	48	mouse_repopulated_lnp	lipid nanoparticle	mouse_repopulated_pbs	4	4	NA	NA	NA	liver LNP response at 48 h	external extended transfer; not strict acute validation	6.743275601355258	1	External late-time transfer contrast; exploratory for publication claims.	Late timepoint; exploratory transfer, not strict acute innate validation. Organism metadata unavailable in inspected design files.	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE178313_design/GSE178313_design__T=Liver__H=48__B=NA__G=mouse_repopulated_lnp__VS=mouse_repopulated_pbs.tsv	GSE178313	extended_transfer	TRUE	NA
GSE264344	GSE264344	GSE264344_design__T=Blood__H=72__B=NA__G=delivery_ad26__VS=baseline_0	external	external	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Extended validation	same GSE as a locked anchor, but this row is >24 h and therefore extended validation	extended_validation	extended_exploratory_transfer	Extended validation	Extended validation	extended_validation	NA	Mus musculus	Blood	72	delivery_ad26	adenoviral vector	baseline_0	5	5	40162786	Early spatiotemporal evolution of the immune response elicited by adenovirus serotype 26 vector vaccination in mice	10.1128/jvi.00247-25	adenoviral vector vaccination time-course across blood, muscle, and draining lymph node	time_h > 24: extended validation / waning tissue-time kinetics	0.08713996296972348	0.7200000000000001	External late-time transfer contrast; exploratory for publication claims.	Late timepoint; exploratory transfer, not strict acute innate validation. Organism metadata unavailable in inspected design files.	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE264344_design/GSE264344_design__T=Blood__H=72__B=NA__G=delivery_ad26__VS=baseline_0.tsv	GSE264344	extended_transfer	TRUE	NA
GSE264344	GSE264344	GSE264344_design__T=Blood__H=72__B=NA__G=delivery_ad5__VS=baseline_0	external	external	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Extended validation	same GSE as a locked anchor, but this row is >24 h and therefore extended validation	extended_validation	extended_exploratory_transfer	Extended validation	Extended validation	extended_validation	NA	Mus musculus	Blood	72	delivery_ad5	adenoviral vector	baseline_0	5	5	40162786	Early spatiotemporal evolution of the immune response elicited by adenovirus serotype 26 vector vaccination in mice	10.1128/jvi.00247-25	adenoviral vector vaccination time-course across blood, muscle, and draining lymph node	time_h > 24: extended validation / waning tissue-time kinetics	0.26635130536495155	0.96	External late-time transfer contrast; exploratory for publication claims.	Late timepoint; exploratory transfer, not strict acute innate validation. Organism metadata unavailable in inspected design files.	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE264344_design/GSE264344_design__T=Blood__H=72__B=NA__G=delivery_ad5__VS=baseline_0.tsv	GSE264344	extended_transfer	TRUE	NA
GSE264344	GSE264344	GSE264344_design__T=Muscle__H=72__B=NA__G=delivery_ad26__VS=baseline_0	external	external	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Extended validation	same GSE as a locked anchor, but this row is >24 h and therefore extended validation	extended_validation	extended_exploratory_transfer	Extended validation	Extended validation	extended_validation	NA	Mus musculus	Muscle	72	delivery_ad26	adenoviral vector	baseline_0	5	5	40162786	Early spatiotemporal evolution of the immune response elicited by adenovirus serotype 26 vector vaccination in mice	10.1128/jvi.00247-25	adenoviral vector vaccination time-course across blood, muscle, and draining lymph node	time_h > 24: extended validation / waning tissue-time kinetics	1.0550234100660878	0.96	External late-time transfer contrast; exploratory for publication claims.	Late timepoint; exploratory transfer, not strict acute innate validation. Organism metadata unavailable in inspected design files.	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE264344_design/GSE264344_design__T=Muscle__H=72__B=NA__G=delivery_ad26__VS=baseline_0.tsv	GSE264344	extended_transfer	TRUE	NA
GSE264344	GSE264344	GSE264344_design__T=Muscle__H=72__B=NA__G=delivery_ad5__VS=baseline_0	external	external	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Extended validation	same GSE as a locked anchor, but this row is >24 h and therefore extended validation	extended_validation	extended_exploratory_transfer	Extended validation	Extended validation	extended_validation	NA	Mus musculus	Muscle	72	delivery_ad5	adenoviral vector	baseline_0	5	5	40162786	Early spatiotemporal evolution of the immune response elicited by adenovirus serotype 26 vector vaccination in mice	10.1128/jvi.00247-25	adenoviral vector vaccination time-course across blood, muscle, and draining lymph node	time_h > 24: extended validation / waning tissue-time kinetics	1.441223145245387	1	External late-time transfer contrast; exploratory for publication claims.	Late timepoint; exploratory transfer, not strict acute innate validation. Organism metadata unavailable in inspected design files.	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE264344_design/GSE264344_design__T=Muscle__H=72__B=NA__G=delivery_ad5__VS=baseline_0.tsv	GSE264344	extended_transfer	TRUE	NA
GSE264344	GSE264344	GSE264344_design__T=dLN__H=72__B=NA__G=delivery_ad26__VS=baseline_0	external	external	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Extended validation	same GSE as a locked anchor, but this row is >24 h and therefore extended validation	extended_validation	extended_exploratory_transfer	Extended validation	Extended validation	extended_validation	NA	Mus musculus	dLN	72	delivery_ad26	adenoviral vector	baseline_0	5	5	40162786	Early spatiotemporal evolution of the immune response elicited by adenovirus serotype 26 vector vaccination in mice	10.1128/jvi.00247-25	adenoviral vector vaccination time-course across blood, muscle, and draining lymph node	time_h > 24: extended validation / waning tissue-time kinetics	0.3932971804473866	0.8	External late-time transfer contrast; exploratory for publication claims.	Late timepoint; exploratory transfer, not strict acute innate validation. Organism metadata unavailable in inspected design files.	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE264344_design/GSE264344_design__T=dLN__H=72__B=NA__G=delivery_ad26__VS=baseline_0.tsv	GSE264344	extended_transfer	TRUE	NA
GSE264344	GSE264344	GSE264344_design__T=dLN__H=72__B=NA__G=delivery_ad5__VS=baseline_0	external	external	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Extended validation	same GSE as a locked anchor, but this row is >24 h and therefore extended validation	extended_validation	extended_exploratory_transfer	Extended validation	Extended validation	extended_validation	NA	Mus musculus	dLN	72	delivery_ad5	adenoviral vector	baseline_0	5	5	40162786	Early spatiotemporal evolution of the immune response elicited by adenovirus serotype 26 vector vaccination in mice	10.1128/jvi.00247-25	adenoviral vector vaccination time-course across blood, muscle, and draining lymph node	time_h > 24: extended validation / waning tissue-time kinetics	0.4507210263939263	0.8	External late-time transfer contrast; exploratory for publication claims.	Late timepoint; exploratory transfer, not strict acute innate validation. Organism metadata unavailable in inspected design files.	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE264344_design/GSE264344_design__T=dLN__H=72__B=NA__G=delivery_ad5__VS=baseline_0.tsv	GSE264344	extended_transfer	TRUE	NA
GSE314070	GSE314070	GSE314070_design__T=small_intestine__H=336__B=NA__G=delivery_am80_lnp__VS=baseline_0	external	external	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Extended validation	late or context-shifted validation dataset	extended_validation	extended_exploratory_transfer	Extended validation	Extended validation	extended_validation	NA	Mus musculus	small intestine	336	delivery_am80_lnp	mRNA lipid nanoparticle vaccine	baseline_0	3	3	41671339	Parenteral vaccination with an adjuvanted mRNA vaccine induces protective mucosal immunity against rotavirus in neonatal mice	10.1126/scitranslmed.adw6105	late small-intestine mucosal/adaptive response after booster immunization	external extended transfer; not acute innate validation	3.7750612954626153	0.6666666666666666	External late-time transfer contrast; exploratory for publication claims.	Late timepoint; exploratory transfer, not strict acute innate validation. Organism metadata unavailable in inspected design files.	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE314070_design/GSE314070_design__T=small_intestine__H=336__B=NA__G=delivery_am80_lnp__VS=baseline_0.tsv	GSE314070	extended_transfer	TRUE	NA
GSE314070	GSE314070	GSE314070_design__T=small_intestine__H=336__B=NA__G=delivery_sm102_lnp__VS=baseline_0	external	external	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Extended validation	late or context-shifted validation dataset	extended_validation	extended_exploratory_transfer	Extended validation	Extended validation	extended_validation	NA	Mus musculus	small intestine	336	delivery_sm102_lnp	mRNA lipid nanoparticle vaccine	baseline_0	3	3	41671339	Parenteral vaccination with an adjuvanted mRNA vaccine induces protective mucosal immunity against rotavirus in neonatal mice	10.1126/scitranslmed.adw6105	late small-intestine mucosal/adaptive response after booster immunization	external extended transfer; not acute innate validation	-1.3684435005519688	0.3333333333333333	External late-time transfer contrast; exploratory for publication claims.	Late timepoint; exploratory transfer, not strict acute innate validation. Organism metadata unavailable in inspected design files.	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE314070_design/GSE314070_design__T=small_intestine__H=336__B=NA__G=delivery_sm102_lnp__VS=baseline_0.tsv	GSE314070	extended_transfer	TRUE	NA
GSE262515_cell_line	GSE262515	GSE262515_cell_line__T=cell_line__H=72__B=NA__G=delivery_tlnp_sihbv_50nm__VS=baseline_0	external	calibration	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Secondary support	secondary support / weak-context audit; absent from production Step 06A discovery counts	secondary_support	secondary_support_not_primary	Secondary support	Secondary support	secondary_support	NA	Homo sapiens	cell line	72	delivery_tlnp_sihbv_50nm	optimized therapeutic lipid nanoparticle	baseline_0	3	3	38902241	Optimized RNA interference therapeutics combined with interleukin-2 mRNA for treating hepatitis B virus infection	10.1038/s41392-024-01871-8	optimized tLNP therapeutic RNAi context; cell-line arm; 72 h	secondary support / weak-context audit; not in production discovery set	3.0762415648459083	1	Calibration dataset beyond 24 h; treated as exploratory transfer.	Late timepoint; exploratory transfer, not strict acute innate validation. Organism metadata unavailable in inspected design files.	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE262515_cell_line_design/GSE262515_cell_line__T=cell_line__H=72__B=NA__G=delivery_tlnp_sihbv_50nm__VS=baseline_0.tsv	GSE262515_cell_line	extended_transfer	TRUE	NA
GSE262515_cell_line	GSE262515	GSE262515_cell_line__T=cell_line__H=72__B=NA__G=delivery_tlnp_sinc_50nm__VS=baseline_0	external	calibration	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Secondary support	secondary support / weak-context audit; absent from production Step 06A discovery counts	secondary_support	secondary_support_not_primary	Secondary support	Secondary support	secondary_support	NA	Homo sapiens	cell line	72	delivery_tlnp_sinc_50nm	optimized therapeutic lipid nanoparticle	baseline_0	3	3	38902241	Optimized RNA interference therapeutics combined with interleukin-2 mRNA for treating hepatitis B virus infection	10.1038/s41392-024-01871-8	optimized tLNP therapeutic RNAi context; cell-line arm; 72 h	secondary support / weak-context audit; not in production discovery set	-0.48131475690837977	0.5555555555555556	Calibration dataset beyond 24 h; treated as exploratory transfer.	Late timepoint; exploratory transfer, not strict acute innate validation. Organism metadata unavailable in inspected design files.	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE262515_cell_line_design/GSE262515_cell_line__T=cell_line__H=72__B=NA__G=delivery_tlnp_sinc_50nm__VS=baseline_0.tsv	GSE262515_cell_line	extended_transfer	TRUE	NA
GSE262515_tissue	GSE262515	GSE262515_tissue__T=tissue__H=72__B=NA__G=delivery_tlnp_sihbv_1mg_kg__VS=baseline_0	external	calibration	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Secondary support	secondary support / weak-context audit; absent from production Step 06A discovery counts	secondary_support	secondary_support_not_primary	Secondary support	Secondary support	secondary_support	NA	Mus musculus	tissue	72	delivery_tlnp_sihbv_1mg_kg	optimized therapeutic lipid nanoparticle	baseline_0	3	3	38902241	Optimized RNA interference therapeutics combined with interleukin-2 mRNA for treating hepatitis B virus infection	10.1038/s41392-024-01871-8	optimized tLNP therapeutic RNAi context; mouse tissue/liver arm; 72 h	secondary support / weak-context audit; not in production discovery set	1.0413601243524528	0.8888888888888888	Calibration dataset beyond 24 h; treated as exploratory transfer.	Late timepoint; exploratory transfer, not strict acute innate validation. Organism metadata unavailable in inspected design files.	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE262515_tissue_design/GSE262515_tissue__T=tissue__H=72__B=NA__G=delivery_tlnp_sihbv_1mg_kg__VS=baseline_0.tsv	GSE262515_tissue	extended_transfer	TRUE	NA
GSE262515_tissue	GSE262515	GSE262515_tissue__T=tissue__H=72__B=NA__G=delivery_tlnp_sihbv_2_5mg_kg__VS=baseline_0	external	calibration	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Secondary support	secondary support / weak-context audit; absent from production Step 06A discovery counts	secondary_support	secondary_support_not_primary	Secondary support	Secondary support	secondary_support	NA	Mus musculus	tissue	72	delivery_tlnp_sihbv_2_5mg_kg	optimized therapeutic lipid nanoparticle	baseline_0	3	3	38902241	Optimized RNA interference therapeutics combined with interleukin-2 mRNA for treating hepatitis B virus infection	10.1038/s41392-024-01871-8	optimized tLNP therapeutic RNAi context; mouse tissue/liver arm; 72 h	secondary support / weak-context audit; not in production discovery set	0.5621390394308718	0.6666666666666666	Calibration dataset beyond 24 h; treated as exploratory transfer.	Late timepoint; exploratory transfer, not strict acute innate validation. Organism metadata unavailable in inspected design files.	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE262515_tissue_design/GSE262515_tissue__T=tissue__H=72__B=NA__G=delivery_tlnp_sihbv_2_5mg_kg__VS=baseline_0.tsv	GSE262515_tissue	extended_transfer	TRUE	NA
GSE262515_tissue	GSE262515	GSE262515_tissue__T=tissue__H=72__B=NA__G=delivery_tlnp_sinc_1mg_kg__VS=baseline_0	external	calibration	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Secondary support	secondary support / weak-context audit; absent from production Step 06A discovery counts	secondary_support	secondary_support_not_primary	Secondary support	Secondary support	secondary_support	NA	Mus musculus	tissue	72	delivery_tlnp_sinc_1mg_kg	optimized therapeutic lipid nanoparticle	baseline_0	3	3	38902241	Optimized RNA interference therapeutics combined with interleukin-2 mRNA for treating hepatitis B virus infection	10.1038/s41392-024-01871-8	optimized tLNP therapeutic RNAi context; mouse tissue/liver arm; 72 h	secondary support / weak-context audit; not in production discovery set	0.7571044035156834	0.7777777777777778	Calibration dataset beyond 24 h; treated as exploratory transfer.	Late timepoint; exploratory transfer, not strict acute innate validation. Organism metadata unavailable in inspected design files.	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE262515_tissue_design/GSE262515_tissue__T=tissue__H=72__B=NA__G=delivery_tlnp_sinc_1mg_kg__VS=baseline_0.tsv	GSE262515_tissue	extended_transfer	TRUE	NA
