gene_id	SRR518631	SRR518632	SRR518633	SRR518634	SRR518635	SRR518636
ENSMUSG00000053185.4	0	0	0	0	0	0
ENSMUSG00000142156.1	0	0	0	0	0	0
ENSMUSG00000100261.2	5	3	4	4	4	1
ENSMUSG00000101180.2	0	0	0	0	0	0
ENSMUSG00000048874.16	470	696	791	858	988	571
ENSMUSG00000103783.2	1	0	0	2	2	0
ENSMUSG00000104315.2	0	0	2	0	2	0
ENSMUSG00000128750.1	0	0	0	0	0	0
ENSMUSG00000026064.17	7	22	16	33	26	19
ENSMUSG00000117310.3	0	4	2	4	2	2
ENSMUSG00000139019.1	11	5	7	3	2	5
ENSMUSG00000117091.2	0	0	0	0	0	0
ENSMUSG00000086726.4	0	0	0	0	0	0
ENSMUSG00000086727.10	3	1	8	2	8	10
ENSMUSG00000100910.3	7	7	5	2	5	5
ENSMUSG00000125934.1	2	4	1	1	1	2
ENSMUSG00002076113.1	0	0	0	0	0	0
ENSMUSG00000099796.2	0	0	0	0	0	0
ENSMUSG00000050217.14	0	0	0	0	0	0
ENSMUSG00000026063.5	0	0	0	0	0	0
ENSMUSG00000077664.3	0	0	0	0	0	0
ENSMUSG00000100205.2	0	0	0	0	0	0
ENSMUSG00000100592.2	0	0	0	0	0	0
ENSMUSG00000094215.4	0	0	0	0	0	0
ENSMUSG00000124860.1	0	0	0	0	0	0
ENSMUSG00000101093.2	0	0	0	0	0	0
ENSMUSG00000070960.5	33	15	19	38	22	5
ENSMUSG00000088620.3	0	0	0	0	0	0
ENSMUSG00000082159.3	0	0	0	0	0	0
ENSMUSG00000124101.1	0	0	0	0	0	0
ENSMUSG00000142221.1	0	0	0	0	0	0
ENSMUSG00000026058.12	0	0	0	0	0	0
ENSMUSG00000064688.3	0	0	0	0	0	0
ENSMUSG00000103482.2	0	0	0	0	0	0
ENSMUSG00000104498.2	0	0	0	0	0	0
ENSMUSG00000104313.2	0	0	0	0	0	0
ENSMUSG00000102865.2	0	0	0	0	0	0
ENSMUSG00000102321.2	0	0	0	0	0	0
ENSMUSG00000091318.3	0	0	0	0	0	0
ENSMUSG00000089489.3	0	0	0	0	0	0
ENSMUSG00000104433.2	0	0	0	0	0	0
ENSMUSG00002076392.1	0	0	0	0	0	0
ENSMUSG00000102926.2	0	0	0	0	0	0
ENSMUSG00000100497.2	0	0	0	0	0	0
ENSMUSG00000102917.2	0	0	0	0	0	0
ENSMUSG00000100481.2	3	0	1	1	2	0
ENSMUSG00000100590.2	0	0	0	0	0	0
ENSMUSG00000131675.1	0	0	0	0	0	0
ENSMUSG00000088750.3	0	0	0	0	0	0
ENSMUSG00000104230.3	0	0	0	0	0	0
ENSMUSG00000101754.3	0	0	0	0	0	0
ENSMUSG00000137049.1	0	0	0	0	0	0
ENSMUSG00000065223.4	0	0	0	0	0	0
ENSMUSG00000100318.3	0	0	0	0	0	0
ENSMUSG00000132768.1	0	0	0	0	0	0
ENSMUSG00000101612.3	0	0	0	0	1	0
ENSMUSG00000065260.3	0	0	0	0	0	0
ENSMUSG00000026134.12	40	49	40	69	36	42
ENSMUSG00000101682.2	0	0	0	0	0	0
ENSMUSG00000138807.1	0	0	0	0	0	0
ENSMUSG00000102714.2	0	0	0	1	0	1
ENSMUSG00000102093.2	0	0	0	0	0	0
ENSMUSG00000138851.1	0	0	0	0	0	0
ENSMUSG00000103746.3	0	0	0	0	0	0
ENSMUSG00000102198.2	0	0	0	0	0	0
ENSMUSG00000121274.2	0	1	0	0	0	0
ENSMUSG00000004768.15	96	148	126	234	152	107
ENSMUSG00000042215.9	26	36	25	46	24	20
ENSMUSG00000103072.2	0	0	0	0	0	0
ENSMUSG00000042197.14	167	204	254	210	247	144
ENSMUSG00000123811.1	0	0	0	0	0	0
ENSMUSG00000081402.5	4	0	9	6	3	2
ENSMUSG00000123789.1	0	3	0	0	1	0
ENSMUSG00000042182.17	1	5	1	1	2	1
ENSMUSG00000104416.2	0	0	0	0	0	0
ENSMUSG00000026131.22	1617	2887	2804	3038	2819	1352
ENSMUSG00000103596.2	1	0	0	0	0	0
ENSMUSG00000099382.2	0	0	0	0	0	0
ENSMUSG00000084506.3	0	0	0	0	0	0
ENSMUSG00000127497.1	0	0	0	0	0	0
ENSMUSG00000103364.2	1	0	1	1	1	0
ENSMUSG00000105982.3	0	0	0	0	0	0
ENSMUSG00000096992.5	1	1	1	2	2	0
ENSMUSG00000103001.2	0	0	0	1	0	1
ENSMUSG00000143827.1	0	0	0	0	0	0
ENSMUSG00000126561.1	0	0	0	1	0	0
ENSMUSG00000143057.1	0	0	0	0	0	0
ENSMUSG00000104397.2	0	0	0	0	0	0
ENSMUSG00000102839.2	0	0	1	0	0	0
ENSMUSG00000141576.1	0	0	0	0	0	0
ENSMUSG00000101206.2	0	0	0	0	0	0
ENSMUSG00000142399.1	0	0	0	0	0	0
ENSMUSG00000102336.4	0	6	7	24	4	3
ENSMUSG00000101462.4	0	0	0	0	0	0
ENSMUSG00000121838.1	0	0	0	2	0	0
ENSMUSG00000092852.3	0	0	0	0	0	0
ENSMUSG00000042111.10	115	191	132	168	170	116
ENSMUSG00000101711.2	1	0	0	0	0	0
ENSMUSG00000026127.14	361	572	454	655	525	338
ENSMUSG00000100280.5	3	3	2	4	2	1
ENSMUSG00000026126.16	10	13	5	13	9	17
ENSMUSG00000101223.9	0	0	0	0	0	0
ENSMUSG00000140102.1	0	1	0	0	1	0
ENSMUSG00000026125.10	0	0	0	0	0	0
ENSMUSG00000132507.1	0	0	0	0	0	0
ENSMUSG00000128226.1	0	0	0	0	0	0
ENSMUSG00000101116.2	0	0	0	0	0	0
ENSMUSG00000026124.5	0	0	0	0	0	0
ENSMUSG00000101803.2	0	0	0	0	0	0
ENSMUSG00000037529.14	0	0	0	0	0	0
ENSMUSG00000045815.6	0	0	0	0	0	0
ENSMUSG00000045174.11	0	0	0	0	0	0
ENSMUSG00000138441.1	0	0	0	0	0	0
ENSMUSG00000100524.2	0	0	0	0	0	0
ENSMUSG00000102499.2	0	0	0	0	0	0
ENSMUSG00000103521.2	0	0	0	0	0	0
ENSMUSG00000104098.2	0	0	0	0	0	0
ENSMUSG00000138482.1	0	0	0	0	0	0
ENSMUSG00000037509.22	1	6	2	8	7	2
ENSMUSG00000125398.1	0	0	0	0	0	0
ENSMUSG00000102537.2	0	0	0	0	0	0
ENSMUSG00000102612.2	0	0	0	0	0	0
ENSMUSG00000118272.2	0	0	0	0	0	0
ENSMUSG00000104002.3	1	3	1	4	2	4
ENSMUSG00000037503.13	854	1250	1273	1474	1410	670
ENSMUSG00000104358.2	4	1	10	5	8	2
ENSMUSG00000026123.12	171	312	336	358	342	148
ENSMUSG00000103716.2	0	0	0	0	0	0
ENSMUSG00000103548.2	0	0	0	0	1	0
ENSMUSG00000103760.2	1	0	0	3	0	1
ENSMUSG00000103997.2	0	0	0	0	0	0
ENSMUSG00000132530.1	0	0	0	0	0	0
ENSMUSG00000131914.1	0	0	0	0	0	0
ENSMUSG00000077231.3	0	0	0	0	0	0
ENSMUSG00000141296.1	0	0	0	0	0	0
ENSMUSG00000135071.1	0	0	0	0	0	0
ENSMUSG00000135032.1	0	0	0	0	0	0
ENSMUSG00000141845.1	0	0	0	0	0	0
ENSMUSG00000104417.3	0	0	0	0	0	0
ENSMUSG00000064601.3	0	0	0	0	0	0
ENSMUSG00000101714.2	0	0	0	0	0	0
ENSMUSG00000102531.3	0	0	0	0	0	0
ENSMUSG00000138845.1	0	0	0	0	0	0
ENSMUSG00000138886.1	0	0	0	0	0	0
ENSMUSG00000103096.2	0	0	0	0	0	0
ENSMUSG00000102279.2	0	0	0	0	0	0
ENSMUSG00000143922.1	0	0	0	0	0	0
ENSMUSG00000103708.4	0	0	0	0	0	0
ENSMUSG00000104201.3	0	0	0	0	0	0
ENSMUSG00000140889.1	1	0	0	0	2	0
ENSMUSG00000140969.1	0	0	0	0	0	0
ENSMUSG00000102434.2	0	0	0	0	0	0
ENSMUSG00000140927.1	0	1	1	0	0	0
ENSMUSG00000045216.8	1909	3294	2420	2963	2919	2184
ENSMUSG00000122855.1	38	40	37	40	72	38
ENSMUSG00000104523.2	0	0	0	0	0	0
ENSMUSG00000102202.4	2	13	4	17	20	6
ENSMUSG00000037470.15	1537	2298	1929	2928	2302	1228
ENSMUSG00000098752.3	0	0	0	0	0	0
ENSMUSG00000136261.1	0	0	0	0	0	0
ENSMUSG00000134347.1	0	0	0	0	0	0
ENSMUSG00000047180.9	183	299	153	176	114	77
ENSMUSG00000125625.1	0	0	0	0	1	0
ENSMUSG00000132917.1	0	0	0	0	0	0
ENSMUSG00000037447.17	120	234	153	41	38	18
ENSMUSG00000131496.1	1	1	3	0	0	0
ENSMUSG00000102762.3	0	1	0	3	1	0
ENSMUSG00000010453.13	690	1048	1099	1388	1425	779
ENSMUSG00000098680.3	0	0	0	0	0	0
ENSMUSG00000037432.16	36	35	40	60	46	24
ENSMUSG00000001143.14	197	243	214	371	286	174
ENSMUSG00000137055.1	1	2	1	2	2	2
ENSMUSG00000137017.1	0	0	0	0	0	0
ENSMUSG00000137090.1	1	1	0	0	0	0
ENSMUSG00000037408.11	50	68	59	133	68	52
ENSMUSG00000104316.2	0	1	0	1	1	0
ENSMUSG00002075980.1	0	0	0	0	0	0
ENSMUSG00000001138.14	155	255	355	430	409	191
ENSMUSG00000102845.2	0	0	0	0	0	0
ENSMUSG00000067653.13	9	4	7	16	8	5
ENSMUSG00000109510.2	0	0	0	0	0	0
ENSMUSG00000079610.10	42	54	51	85	51	41
ENSMUSG00000126033.1	0	4	0	1	1	1
ENSMUSG00000026121.14	202	311	192	144	76	61
ENSMUSG00000087589.5	8	10	10	12	5	4
ENSMUSG00000046337.19	1	0	2	1	0	0
ENSMUSG00000089906.2	0	0	0	0	0	0
ENSMUSG00002075377.1	0	0	0	0	0	0
ENSMUSG00000061518.12	1737	2206	2067	2704	2216	2104
ENSMUSG00000037351.10	816	1382	1339	1704	1558	897
ENSMUSG00000102416.5	0	0	0	0	0	0
ENSMUSG00000104237.3	0	0	0	0	0	0
ENSMUSG00000026117.11	9	35	69	51	62	27
ENSMUSG00000121718.1	0	0	0	0	0	0
ENSMUSG00000097291.3	0	0	0	0	0	0
ENSMUSG00000141655.1	0	1	0	0	0	0
ENSMUSG00000026116.12	372	703	894	902	1013	521
ENSMUSG00000127057.1	1	3	3	2	3	1
ENSMUSG00000103016.2	0	1	0	0	0	0
ENSMUSG00000102930.2	0	1	0	0	0	0
ENSMUSG00000103159.2	0	0	1	3	4	1
ENSMUSG00000080054.4	0	0	0	0	0	0
ENSMUSG00000136074.1	0	0	0	0	0	0
ENSMUSG00000142066.1	0	0	0	0	0	0
ENSMUSG00000129112.1	1	2	0	1	0	0
ENSMUSG00000119706.1	0	0	0	0	0	0
ENSMUSG00000050122.21	9	10	13	23	10	10
ENSMUSG00000131940.1	1	1	0	1	0	1
ENSMUSG00000141881.1	8	11	14	12	19	4
ENSMUSG00000103603.3	0	0	0	0	0	0
ENSMUSG00000131689.1	0	0	0	0	0	1
ENSMUSG00000026114.15	0	0	0	0	0	0
ENSMUSG00000125286.1	0	0	0	0	0	0
ENSMUSG00000139275.1	0	0	0	0	0	0
ENSMUSG00000102231.2	0	0	0	0	0	0
ENSMUSG00000026113.18	310	331	623	539	690	269
ENSMUSG00000086064.3	0	0	1	6	0	1
ENSMUSG00000102879.2	1	0	0	0	1	1
ENSMUSG00000026112.8	643	932	1120	1146	1403	694
ENSMUSG00000026111.16	249	283	296	299	356	178
ENSMUSG00000026110.16	31	33	16	38	20	20
ENSMUSG00000103948.2	0	0	0	0	0	0
ENSMUSG00000087233.2	0	0	0	0	0	0
ENSMUSG00000134351.1	0	0	0	0	0	0
ENSMUSG00000129018.1	0	0	0	0	0	0
ENSMUSG00000143477.1	0	0	0	0	0	0
ENSMUSG00000122996.1	0	0	0	0	0	0
ENSMUSG00000143598.1	0	0	0	0	0	0
ENSMUSG00000026090.17	7	5	9	5	3	7
ENSMUSG00000089767.3	0	0	0	0	0	0
ENSMUSG00000139392.1	0	0	0	0	0	0
ENSMUSG00000104365.2	0	0	0	0	0	0
ENSMUSG00000102650.2	0	0	0	0	0	0
ENSMUSG00000060771.16	9	16	11	17	14	10
ENSMUSG00000097268.2	0	0	0	0	0	0
ENSMUSG00000037216.6	80	125	136	97	108	72
ENSMUSG00000026088.16	489	505	414	100	125	65
ENSMUSG00000026087.12	505	717	557	559	591	368
ENSMUSG00000061584.7	0	0	0	0	0	0
ENSMUSG00000087374.2	0	0	0	0	0	0
ENSMUSG00000026085.12	0	0	0	0	0	0
ENSMUSG00002076708.1	0	0	0	0	0	0
ENSMUSG00000058407.13	291	351	344	369	374	242
ENSMUSG00000026083.13	751	991	1062	942	1089	693
ENSMUSG00000135983.1	1	1	0	1	3	0
ENSMUSG00000026082.12	87	147	124	184	228	151
ENSMUSG00000103804.2	1	2	4	2	0	1
ENSMUSG00000138890.1	0	0	0	0	0	0
ENSMUSG00000102716.3	0	0	0	0	0	0
ENSMUSG00000125331.1	0	0	0	0	0	0
ENSMUSG00000126108.1	0	0	0	0	0	0
ENSMUSG00000037138.19	1	13	6	14	9	6
ENSMUSG00000127429.1	0	0	0	0	0	0
ENSMUSG00000085391.3	0	0	0	0	0	0
ENSMUSG00000085280.2	1	0	0	1	0	0
ENSMUSG00000133139.1	0	0	0	0	0	0
ENSMUSG00000087131.8	0	1	0	1	0	0
ENSMUSG00000102984.2	0	0	0	0	0	0
ENSMUSG00000122371.1	0	0	0	0	0	0
ENSMUSG00000102541.2	0	0	0	0	0	0
ENSMUSG00000103531.2	0	0	0	0	0	0
ENSMUSG00000048814.12	0	0	1	0	0	0
ENSMUSG00000026080.15	0	2	1	0	0	0
ENSMUSG00000103647.2	0	0	0	0	0	0
ENSMUSG00000102447.2	0	0	0	0	1	0
ENSMUSG00000067604.9	0	0	0	0	0	0
ENSMUSG00000132153.1	0	0	0	0	0	0
ENSMUSG00000026078.11	205	261	195	283	219	148
ENSMUSG00000103046.2	8	11	3	15	10	2
ENSMUSG00000135574.1	0	0	0	0	0	0
ENSMUSG00000135611.1	0	0	0	0	0	0
ENSMUSG00000124233.1	0	0	0	0	0	0
ENSMUSG00000124315.1	0	0	0	0	0	0
ENSMUSG00000104188.2	0	0	0	0	0	0
ENSMUSG00000103182.2	0	0	0	0	0	0
ENSMUSG00000132325.1	0	0	0	1	0	0
ENSMUSG00000098833.3	0	0	0	0	0	0
ENSMUSG00000026077.16	11	6	24	23	5	2
ENSMUSG00000126345.1	0	0	0	1	0	0
ENSMUSG00000092553.2	0	0	0	0	0	0
ENSMUSG00000092563.2	0	1	0	0	0	0
ENSMUSG00000131701.1	2	1	0	0	0	1
ENSMUSG00000073702.12	842	904	848	1072	948	655
ENSMUSG00000003134.11	250	424	352	301	244	244
ENSMUSG00000102607.2	0	0	0	1	0	1
ENSMUSG00000126978.1	0	0	0	0	0	0
ENSMUSG00000142229.1	0	0	0	0	0	0
ENSMUSG00000065629.4	0	0	0	0	0	0
ENSMUSG00002076218.1	0	0	0	0	0	0
ENSMUSG00000003135.16	215	314	245	308	314	150
ENSMUSG00000085894.3	27	47	27	55	42	30
ENSMUSG00000077704.3	3	4	4	1	5	3
ENSMUSG00000048234.14	639	927	1120	1300	1307	734
ENSMUSG00000064936.3	0	0	2	2	1	0
ENSMUSG00000141216.1	33	31	40	85	66	31
ENSMUSG00000134845.1	17	24	40	43	43	16
ENSMUSG00000102471.2	0	0	0	0	0	0
ENSMUSG00000050967.6	0	0	0	0	0	0
ENSMUSG00000097083.3	0	0	0	0	0	0
ENSMUSG00000057173.9	0	0	0	0	0	0
ENSMUSG00000128717.1	0	0	0	0	0	0
ENSMUSG00000141754.1	0	0	0	0	0	0
ENSMUSG00000091937.5	0	0	0	0	0	0
ENSMUSG00000101634.8	0	0	0	0	0	0
ENSMUSG00000142690.1	0	0	0	0	0	0
ENSMUSG00000026074.16	483	452	253	445	255	218
ENSMUSG00000102985.2	0	0	0	0	0	0
ENSMUSG00000097899.4	0	0	1	0	0	0
ENSMUSG00000026073.14	12	16	5	0	0	0
ENSMUSG00000102975.2	0	1	0	0	0	0
ENSMUSG00000131284.1	0	0	0	0	0	0
ENSMUSG00000131320.1	0	0	0	0	0	0
ENSMUSG00000134998.1	0	0	0	0	0	0
ENSMUSG00000137865.1	0	0	0	0	0	0
ENSMUSG00000026072.13	1369	2625	1258	465	807	361
ENSMUSG00000103560.2	9	74	13	5	22	18
ENSMUSG00000070942.9	19	8	5	19	13	5
ENSMUSG00000103230.2	0	0	0	1	0	0
ENSMUSG00000123550.1	0	0	0	0	1	0
ENSMUSG00000123634.1	0	0	0	0	0	0
ENSMUSG00000123590.1	0	0	0	0	0	0
ENSMUSG00000026069.16	2	0	0	1	1	0
ENSMUSG00000026070.17	9	6	12	14	4	0
ENSMUSG00000026068.12	7	10	6	4	0	2
ENSMUSG00000104441.3	0	0	0	0	0	0
ENSMUSG00000026065.9	2	0	0	0	0	0
ENSMUSG00000102676.2	0	0	0	0	0	0
ENSMUSG00000135694.1	0	0	0	0	0	0
ENSMUSG00000026062.13	2	0	0	0	0	0
ENSMUSG00000103679.2	0	0	0	0	0	0
ENSMUSG00000103270.4	0	0	1	1	0	1
ENSMUSG00000041945.13	10	10	16	16	16	10
ENSMUSG00000079588.4	0	0	0	0	0	0
ENSMUSG00000122729.1	0	0	0	0	0	0
ENSMUSG00000094136.3	0	0	0	0	0	0
ENSMUSG00000122427.1	0	0	0	0	0	0
ENSMUSG00000123469.1	0	0	0	0	0	0
ENSMUSG00000131862.1	0	0	0	0	0	0
ENSMUSG00000135609.1	0	0	0	0	0	0
ENSMUSG00000135647.1	0	0	0	0	0	0
ENSMUSG00000104072.3	0	0	0	0	0	0
ENSMUSG00000135117.1	0	0	0	0	0	0
ENSMUSG00000142452.1	0	0	0	1	1	1
ENSMUSG00000100185.2	0	0	0	0	0	0
ENSMUSG00000140844.1	0	0	0	0	0	0
ENSMUSG00000135779.1	0	0	0	0	0	0
ENSMUSG00000135818.1	0	0	0	0	0	0
ENSMUSG00000100832.4	0	0	0	0	0	0
ENSMUSG00000122634.1	0	0	0	0	0	0
ENSMUSG00000100178.2	0	0	0	0	0	0
ENSMUSG00000130614.1	0	0	0	0	0	0
ENSMUSG00000101877.2	0	0	0	0	0	0
ENSMUSG00000053640.3	0	0	0	0	0	0
ENSMUSG00000101919.2	0	0	0	0	0	0
ENSMUSG00000127954.1	0	0	0	0	0	0
ENSMUSG00000101299.5	0	0	0	0	0	0
ENSMUSG00000100180.2	0	0	0	0	0	0
ENSMUSG00000141624.1	0	0	0	0	0	0
ENSMUSG00000129060.1	0	0	0	0	0	0
ENSMUSG00000129105.1	1	0	1	0	0	0
ENSMUSG00000103106.2	0	0	0	0	0	0
ENSMUSG00000129676.1	0	0	0	0	0	0
ENSMUSG00000129600.1	0	0	0	0	0	0
ENSMUSG00000060424.17	0	0	0	0	0	0
ENSMUSG00000129639.1	0	0	0	0	0	0
ENSMUSG00000097063.6	0	0	0	0	0	0
ENSMUSG00000104199.2	0	0	0	0	0	0
ENSMUSG00000093436.8	0	0	0	0	0	0
ENSMUSG00000121019.2	0	0	0	0	0	0
ENSMUSG00000045515.5	0	0	0	0	0	0
ENSMUSG00000129834.1	0	0	0	0	0	0
ENSMUSG00000099784.2	0	0	0	0	0	0
ENSMUSG00000129717.1	0	0	0	0	0	0
ENSMUSG00000129759.1	0	0	0	0	0	0
ENSMUSG00000060679.15	253	293	363	425	340	303
ENSMUSG00000077448.3	0	0	0	0	0	0
ENSMUSG00000140926.1	3	4	3	4	4	5
ENSMUSG00000041907.10	0	1	1	0	0	0
ENSMUSG00002075628.1	0	0	0	0	0	0
ENSMUSG00000070939.10	430	872	941	978	1143	502
ENSMUSG00000100269.2	0	0	0	0	0	0
ENSMUSG00000041878.4	1	3	3	3	4	1
ENSMUSG00000010290.8	99	160	180	157	193	97
ENSMUSG00000008136.15	18	17	13	7	2	1
ENSMUSG00000094497.2	0	35	4	106	40	2
ENSMUSG00000141458.1	0	0	0	0	0	0
ENSMUSG00000120601.2	0	0	0	0	0	0
ENSMUSG00000141493.1	0	0	0	0	0	0
ENSMUSG00000099576.3	0	0	0	0	0	0
ENSMUSG00000099694.2	0	0	0	0	0	0
ENSMUSG00000126747.1	0	0	0	0	0	0
ENSMUSG00000101923.2	0	0	0	0	0	0
ENSMUSG00000066877.12	74	148	81	137	73	73
ENSMUSG00000103422.2	0	0	0	1	0	1
ENSMUSG00000123761.1	0	0	0	0	0	0
ENSMUSG00000103945.2	1	1	2	2	1	0
ENSMUSG00000126248.1	0	0	0	0	0	0
ENSMUSG00000026051.9	1	0	0	2	0	0
ENSMUSG00000100764.2	0	0	1	1	1	2
ENSMUSG00000100635.2	1	0	0	0	0	2
ENSMUSG00000100480.2	0	1	0	0	3	1
ENSMUSG00000057363.13	87	120	113	156	148	84
ENSMUSG00000090243.2	0	0	0	1	1	0
ENSMUSG00000127515.1	7	6	8	8	6	3
ENSMUSG00000100701.2	2	2	0	5	2	4
ENSMUSG00000101395.2	0	0	0	0	0	0
ENSMUSG00000088848.3	0	0	0	0	0	0
ENSMUSG00002075225.1	0	0	0	0	0	0
ENSMUSG00000120105.2	3	2	3	4	4	1
ENSMUSG00000041763.15	347	444	481	449	583	268
ENSMUSG00000135017.1	1	0	1	1	1	0
ENSMUSG00000047343.5	0	1	0	0	1	1
ENSMUSG00000090106.2	0	0	0	0	0	0
ENSMUSG00000091844.3	0	1	1	0	1	0
ENSMUSG00000026049.12	22	23	18	20	45	22
ENSMUSG00000101104.7	0	0	0	0	0	0
ENSMUSG00000123011.1	0	0	0	0	0	0
ENSMUSG00000026047.14	97	138	90	171	114	101
ENSMUSG00000041684.12	83	154	154	221	229	99
ENSMUSG00000026048.17	261	291	264	353	408	208
ENSMUSG00000046828.4	0	0	0	0	0	0
ENSMUSG00000089703.2	0	0	1	0	0	0
ENSMUSG00000100966.2	0	0	0	0	0	0
ENSMUSG00000126556.1	0	0	0	0	0	0
ENSMUSG00000100769.3	0	0	0	0	0	0
ENSMUSG00000101567.2	30	37	23	36	34	28
ENSMUSG00000056870.10	1	3	0	2	4	0
ENSMUSG00000102319.2	0	0	0	0	0	0
ENSMUSG00000089877.2	0	0	0	0	0	0
ENSMUSG00000101701.2	0	0	0	0	0	1
ENSMUSG00000103071.2	0	0	0	0	0	1
ENSMUSG00000140754.1	0	0	0	0	0	0
ENSMUSG00000100434.2	0	0	0	0	0	0
ENSMUSG00000100013.2	0	0	0	0	0	0
ENSMUSG00000101251.2	0	0	0	0	0	0
ENSMUSG00000132017.1	0	0	0	0	0	0
ENSMUSG00000101937.2	0	0	0	0	0	0
ENSMUSG00000125472.1	0	0	0	0	0	0
ENSMUSG00000026043.19	2830	3672	1056	3955	989	2115
ENSMUSG00002074901.1	0	0	0	0	0	0
ENSMUSG00000141276.1	0	0	0	0	0	0
ENSMUSG00000026042.17	239	364	137	348	122	188
ENSMUSG00000104476.2	1	1	0	0	0	0
ENSMUSG00000100218.2	0	0	0	0	0	0
ENSMUSG00000100361.2	0	0	0	0	0	0
ENSMUSG00000100894.2	0	0	0	0	0	0
ENSMUSG00000124966.1	0	0	0	0	0	0
ENSMUSG00000119267.1	0	0	0	0	0	0
ENSMUSG00000065255.3	0	0	0	0	0	0
ENSMUSG00000124996.1	0	0	0	0	0	0
ENSMUSG00000100843.2	0	0	0	0	0	0
ENSMUSG00000087764.3	0	0	0	0	0	0
ENSMUSG00000025995.17	149	172	154	133	252	101
ENSMUSG00000123149.1	0	0	0	0	3	1
ENSMUSG00000099850.2	1	1	0	0	0	0
ENSMUSG00000123184.1	0	0	0	0	0	0
ENSMUSG00000084817.4	0	0	0	0	0	0
ENSMUSG00000121041.2	0	0	0	0	0	0
ENSMUSG00000098549.3	1	2	1	0	0	0
ENSMUSG00000099381.2	0	2	2	0	3	2
ENSMUSG00000025993.11	626	823	1423	2197	2916	1342
ENSMUSG00000123255.1	1	0	4	1	1	0
ENSMUSG00000099946.2	0	0	0	0	0	0
ENSMUSG00000070896.3	4	2	4	6	2	4
ENSMUSG00000140083.1	0	0	0	0	0	0
ENSMUSG00000090682.5	0	0	0	0	0	0
ENSMUSG00000121768.2	0	0	0	0	0	0
ENSMUSG00000044457.10	0	0	0	0	0	0
ENSMUSG00000140126.1	0	0	0	0	0	0
ENSMUSG00000140167.1	0	0	0	0	0	0
ENSMUSG00000099432.2	0	0	0	0	0	0
ENSMUSG00000041144.13	5	2	4	3	1	1
ENSMUSG00000123310.1	0	0	0	0	0	0
ENSMUSG00000125078.1	0	0	0	0	0	0
ENSMUSG00000119743.1	0	0	0	0	0	0
ENSMUSG00000101262.2	1	0	1	2	4	2
ENSMUSG00000141337.1	0	0	0	0	0	0
ENSMUSG00000101337.7	0	0	0	0	0	1
ENSMUSG00000025986.7	65	84	42	81	40	29
ENSMUSG00000100213.2	1	5	5	4	10	8
ENSMUSG00000103129.2	0	0	0	0	0	0
ENSMUSG00000100160.2	0	0	1	1	1	0
ENSMUSG00000133288.1	0	0	0	0	0	0
ENSMUSG00000135290.1	0	0	0	0	0	0
ENSMUSG00000139227.1	0	0	0	0	0	0
ENSMUSG00000101921.2	0	0	0	0	0	0
ENSMUSG00000132315.1	0	0	0	0	0	0
ENSMUSG00000101447.2	0	0	0	0	0	0
ENSMUSG00000123784.1	0	0	0	0	0	0
ENSMUSG00000081185.2	1	0	1	1	1	0
ENSMUSG00000103246.2	0	0	0	0	0	0
ENSMUSG00000098876.3	0	0	0	0	0	0
ENSMUSG00000100530.2	0	0	0	0	0	0
ENSMUSG00000140703.1	0	0	0	0	0	0
ENSMUSG00000104067.2	0	0	0	0	0	0
ENSMUSG00000100033.2	3	5	1	4	7	3
ENSMUSG00002075213.1	0	0	0	0	0	0
ENSMUSG00002076633.1	0	0	0	0	0	0
ENSMUSG00000101996.2	0	0	0	0	0	0
ENSMUSG00000096973.2	1	4	2	9	4	1
ENSMUSG00000064943.3	0	0	0	0	0	0
ENSMUSG00000100866.2	0	0	0	0	0	0
ENSMUSG00000128327.1	0	0	0	0	0	0
ENSMUSG00000101721.2	0	0	0	0	0	0
ENSMUSG00000099376.2	0	0	0	0	0	0
ENSMUSG00000137019.1	0	0	0	0	0	0
ENSMUSG00000097883.2	1	1	1	1	2	2
ENSMUSG00002076043.1	0	0	0	0	0	0
ENSMUSG00000099698.2	0	0	0	0	0	0
ENSMUSG00000099454.2	0	0	0	0	0	0
ENSMUSG00000051616.15	0	0	0	0	0	0
ENSMUSG00000099627.2	0	0	0	0	0	0
ENSMUSG00000099577.2	0	0	0	0	0	0
ENSMUSG00000099882.2	0	0	0	0	0	0
ENSMUSG00000133750.1	0	0	0	0	0	0
ENSMUSG00000101760.2	0	0	0	0	0	0
ENSMUSG00000099608.3	0	0	0	0	0	0
ENSMUSG00000099864.2	0	0	0	0	0	0
ENSMUSG00002075839.1	0	0	0	0	0	0
ENSMUSG00000138452.1	0	0	0	0	0	0
ENSMUSG00000142926.1	0	0	0	0	0	0
ENSMUSG00000100451.2	0	0	0	0	0	0
ENSMUSG00000099941.2	0	0	0	0	0	0
ENSMUSG00002075589.1	0	0	0	0	0	0
ENSMUSG00000100816.2	0	0	0	0	0	0
ENSMUSG00000136272.1	0	0	0	0	0	0
ENSMUSG00000026109.15	1	0	21	1	14	0
ENSMUSG00000100671.2	0	0	0	0	0	0
ENSMUSG00000136316.1	0	0	0	0	0	0
ENSMUSG00002075527.1	0	0	0	0	0	0
ENSMUSG00000101242.2	0	0	0	0	0	0
ENSMUSG00000099924.2	0	0	0	0	0	0
ENSMUSG00000099625.2	0	0	0	0	0	0
ENSMUSG00000101799.3	0	4	1	1	2	3
